City,Client ID,Client Name,Number of Records,Order ID,Zip Code,Goods Category,Goods Name,Goods Sub-Category,Profit,Region,Row ID,Office City Sales,State
Findlay,1842,Kristin Hodge,1,90609,45840,Office Supplies,Fellowes Command Center 5-outlet power strip,Appliances,475.5135,East,22851,689.15,Ohio
Westlake,1472,Tommy Ellis Ritchie,1,87079,44145,Office Supplies,Fellowes Mighty 8 Compact Surge Protector,Appliances,309.254,East,22313,621.56,Ohio
North Ridgeville,2884,Stuart C Robinson,1,87639,44039,Office Supplies,Holmes Odor Grabber,Appliances,-22.9932,East,21520,31.52,Ohio
North Olmsted,2883,Stuart Sharma,1,87637,44070,Office Supplies,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Appliances,-119.4284,East,18344,226.1,Ohio
Huber Heights,1726,Robyn Buchanan,1,87196,45424,Office Supplies,Honeywell Enviracaire® Portable Air Cleaner for up to 8 x 10 Room,Appliances,670.5972,East,19304,971.88,Ohio
Cincinnati,84,Helen Stein,1,87368,45231,Office Supplies,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty™ Dirt Cup,Appliances,2286.6968,East,23290,4191.68,Ohio
Columbus,339,Bobby Clements,1,90583,43229,Office Supplies,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Appliances,-83.65,East,23481,40.3,Ohio
North Ridgeville,2884,Stuart C Robinson,1,87633,44039,Office Supplies,Hoover WindTunnel™ Plus Canister Vacuum,Appliances,1231.6569,East,21065,1785.01,Ohio
Lakewood,2667,Pat Baker,1,87831,44107,Office Supplies,Kensington 6 Outlet MasterPiece® HOMEOFFICE Power Control Center,Appliances,246.2748,East,18400,356.92,Ohio
Hilliard,3096,Mike Howard,1,86221,43026,Office Supplies,Kensington 6 Outlet SmartSocket Surge Protector,Appliances,-16.64,East,21235,119.86,Ohio
Hamilton,3095,Milton Lindsay,1,86220,45011,Office Supplies,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Appliances,683.9556,East,20357,991.24,Ohio
Berea,2025,Benjamin Harrell,1,87130,44017,Office Supplies,Staples 6 Outlet Surge,Appliances,-4.75,East,24966,101.07,Ohio
Findlay,1681,Shawn Dunn,1,86648,45840,Office Supplies,Staples 6 Outlet Surge,Appliances,-21.77,East,25367,12.47,Ohio
Youngstown,1592,Melvin Hull,1,86673,44511,Office Supplies,Staples Surge Protector 6 outlet,Appliances,-22.82,East,20561,92.99,Ohio
Bowling Green,3386,Carmen Elmore,1,88750,43402,Office Supplies,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Appliances,312.52,East,22577,476.67,Ohio
Philadelphia,1282,Dana Sharpe,1,5986,19134,Office Supplies,"Belkin 325VA UPS Surge Protector, 6'",Appliances,1638.48,East,832,5556.18,Pennsylvania
Upper Saint Clair,1283,Greg Malone,1,89116,15241,Office Supplies,"Belkin 325VA UPS Surge Protector, 6'",Appliances,958.4445,East,18832,1389.05,Pennsylvania
Norristown,2017,Danny Schaefer,1,86942,19401,Office Supplies,Belkin 6 Outlet Metallic Surge Strip,Appliances,7.69,East,18893,269.6,Pennsylvania
Philadelphia,1313,Katherine Knight,1,5543,19134,Office Supplies,Belkin Premiere Surge Master II 8-outlet surge protector,Appliances,138.46,East,778,1266.37,Pennsylvania
Allentown,772,Jean Webster,1,88668,18103,Office Supplies,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,Appliances,12.706,East,20967,64.41,Pennsylvania
Bethel Park,1071,Hilda Diaz,1,89632,15102,Office Supplies,Holmes Odor Grabber,Appliances,-24.2,East,19096,29.82,Pennsylvania
Hanover,256,Irene Li,1,86274,17331,Office Supplies,Honeywell Quietcare HEPA Air Cleaner,Appliances,-43.6356,East,20576,150.48,Pennsylvania
Allentown,772,Jean Webster,1,88666,18103,Office Supplies,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Appliances,-209.25,East,22875,56.44,Pennsylvania
Sharon,2162,Brenda Jain,1,90397,16146,Office Supplies,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Appliances,-305.91,East,20441,92.25,Pennsylvania
Hermitage,3083,Louis Wells,1,89884,16148,Office Supplies,Hoover Portapower™ Portable Vacuum,Appliances,-1980.99168,East,25882,87.56,Pennsylvania
Pittsburgh,2797,Cameron Kendall,1,87563,15122,Office Supplies,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Appliances,634.5696,East,23349,1101.76,Pennsylvania
Philadelphia,1228,Hazel Jennings,1,36482,19140,Office Supplies,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",Appliances,861.78,East,5123,19554.5,Pennsylvania
Greensburg,2279,Lucille McGee,1,85953,15601,Office Supplies,Staples 6 Outlet Surge,Appliances,-24.354,East,24048,96.03,Pennsylvania
Greensburg,2279,Lucille McGee,1,85956,15601,Office Supplies,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Appliances,-49.0644,East,24642,70.91,Pennsylvania
Westerly,2767,Phyllis Cohen,1,90728,02891,Office Supplies,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Appliances,-236.6,East,23756,302.39,Rhode Island
Cranston,366,Patrick Rosenthal,1,87347,02910,Office Supplies,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",Appliances,411.5172,East,18278,1967.98,Rhode Island
South Burlington,149,Stuart Chan,1,91092,05403,Office Supplies,Bionaire Personal Warm Mist Humidifier/Vaporizer,Appliances,72.55,East,23672,151.29,Vermont
South Burlington,860,Eugene Simmons,1,88576,05403,Office Supplies,Euro Pro Shark Stick Mini Vacuum,Appliances,-212.1484,East,23542,490.63,Vermont
Bennington,1914,Ellen Avery,1,87340,05201,Office Supplies,Hoover Upright Vacuum With Dirt Cup,Appliances,932.736,East,25743,1432.3,Vermont
Morgantown,547,Henry Ball,1,86252,26501,Office Supplies,Harmony HEPA Quiet Air Purifiers,Appliances,-84.19,East,25693,135.02,West Virginia
Clarksburg,2673,Faye Joseph,1,90554,26301,Office Supplies,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",Appliances,-378.928,East,23602,369.4,West Virginia
New London,1285,Philip Coates,1,91230,06320,Office Supplies,Acco D-Ring Binder w/DublLock®,Binders and Binder Accessories,188.3976,East,21997,273.04,Connecticut
Plainfield,2316,Sheryl Doyle Block,1,88623,06374,Office Supplies,Avery Legal 4-Ring Binder,Binders and Binder Accessories,286.626,East,23776,415.4,Connecticut
Colchester,2532,Max Kuhn Bailey,1,87453,06415,Office Supplies,Catalog Binders with Expanding Posts,Binders and Binder Accessories,123.2568,East,20832,320.13,Connecticut
Willimantic,277,Hazel Herman,1,89298,06226,Office Supplies,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Binders and Binder Accessories,-14.076,East,24137,12.55,Connecticut
Darien,3389,Erica Nguyen,1,90159,06820,Office Supplies,GBC Binding covers,Binders and Binder Accessories,157.93884,East,23093,305.58,Connecticut
Norwalk,296,Seth Rosenberg,1,87395,06855,Office Supplies,GBC VeloBinder Electric Binding Machine,Binders and Binder Accessories,1419.9303,East,23864,2057.87,Connecticut
Bristol,2413,Frances McCall,1,86764,06010,Office Supplies,GBC Wire Binding Strips,Binders and Binder Accessories,243.180784,East,23994,844.4,Connecticut
Norwich,778,Debra Stone,1,86997,06360,Office Supplies,Ibico Presentation Index for Binding Systems,Binders and Binder Accessories,-67.94476,East,18208,73.14,Connecticut
New Britain,1191,John Morse,1,87587,06050,Office Supplies,Lock-Up Easel 'Spel-Binder',Binders and Binder Accessories,59.4405,East,19553,88.84,Connecticut
Fairfield,275,Roger Blalock Cassidy,1,89292,06824,Office Supplies,Recycled Premium Regency Composition Covers,Binders and Binder Accessories,-51.75,East,22180,61.52,Connecticut
Dover,956,Tom Wiley,1,88001,19901,Office Supplies,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Binders and Binder Accessories,202.3839,East,19646,293.31,Delaware
Newark,1170,Jessie Houston,1,87522,19711,Office Supplies,Durable Pressboard Binders,Binders and Binder Accessories,16.0908,East,18327,23.32,Delaware
Washington,1193,Louis Parrish,1,45413,20016,Office Supplies,Acco 3-Hole Punch,Binders and Binder Accessories,-73.5655,East,6398,128.61,District of Columbia
Washington,1193,Louis Parrish,1,38852,20016,Office Supplies,Avery Hanging File Binders,Binders and Binder Accessories,38.08,East,5468,517.85,District of Columbia
Washington,1193,Louis Parrish,1,2309,20016,Office Supplies,Durable Pressboard Binders,Binders and Binder Accessories,-1.2995,East,340,54.02,District of Columbia
Washington,1733,Nina Horne Kelly,1,3841,20012,Office Supplies,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Binders and Binder Accessories,9228.2256,East,567,45737.33,District of Columbia
Washington,2867,Dana Teague,1,7203,20016,Office Supplies,GBC DocuBind TL300 Electric Binding System,Binders and Binder Accessories,3718.5392,East,998,24362.25,District of Columbia
Washington,2867,Dana Teague,1,9476,20016,Office Supplies,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Binders and Binder Accessories,-66.585,East,1293,214.55,District of Columbia
Washington,1733,Nina Horne Kelly,1,8000,20012,Office Supplies,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Binders and Binder Accessories,-26.8065,East,1084,268.65,District of Columbia
Washington,1193,Louis Parrish,1,45413,20016,Office Supplies,GBC VeloBinder Electric Binding Machine,Binders and Binder Accessories,778.6,East,6399,3107.73,District of Columbia
Washington,1193,Louis Parrish,1,29350,20016,Office Supplies,Ibico Laser Imprintable Binding System Covers,Binders and Binder Accessories,592.5265,East,4131,4556.63,District of Columbia
Washington,1193,Louis Parrish,1,11206,20016,Office Supplies,Lock-Up Easel 'Spel-Binder',Binders and Binder Accessories,39.627,East,1553,325.73,District of Columbia
Washington,1193,Louis Parrish,1,45413,20016,Office Supplies,"Wilson Jones 1"" Hanging DublLock® Ring Binders",Binders and Binder Accessories,2.3205,East,6400,197.91,District of Columbia
Washington,2867,Dana Teague,1,52673,20016,Office Supplies,Wilson Jones Impact Binders,Binders and Binder Accessories,-16.5255,East,7391,33.01,District of Columbia
Washington,1733,Nina Horne Kelly,1,8000,20012,Office Supplies,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Binders and Binder Accessories,-7.613,East,1085,20.28,District of Columbia
Westbrook,456,Eugene Womble,1,86027,04092,Office Supplies,Accohide Poly Flexible Ring Binders,Binders and Binder Accessories,-4.5908,East,23467,8.49,Maine
West Scarborough,280,Greg Walsh,1,89294,04070,Office Supplies,Avery Durable Poly Binders,Binders and Binder Accessories,-108.1345,East,19412,33.17,Maine
West Scarborough,1046,Lorraine C Wooten,1,89391,04070,Office Supplies,Avery Hanging File Binders,Binders and Binder Accessories,59.1468,East,22398,85.72,Maine
Sanford,297,Stacy Price,1,87391,04073,Office Supplies,Avery Printable Repositionable Plastic Tabs,Binders and Binder Accessories,12.0428,East,19403,357.74,Maine
Brunswick,1325,Laura A Whitaker,1,89758,04011,Office Supplies,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Binders and Binder Accessories,333.3735,East,23833,483.15,Maine
Bangor,2310,Paul Perez,1,90561,04401,Office Supplies,Binder Posts,Binders and Binder Accessories,-21.43232,East,24389,82.05,Maine
Sanford,487,Molly Vincent,1,91063,04073,Office Supplies,Cardinal Poly Pocket Divider Pockets for Ring Binders,Binders and Binder Accessories,-67.0565,East,23394,20.87,Maine
Sanford,2508,Pauline Brooks,1,87031,04073,Office Supplies,Fellowes Black Plastic Comb Bindings,Binders and Binder Accessories,-137.494,East,23265,42.44,Maine
Augusta,925,Ruth Dudley,1,87138,04330,Office Supplies,GBC DocuBind 200 Manual Binding Machine,Binders and Binder Accessories,-215.25102,East,21693,415,Maine
Sanford,2415,Emma Mitchell,1,86764,04073,Office Supplies,GBC VeloBinder Electric Binding Machine,Binders and Binder Accessories,1306.9014,East,23995,1894.06,Maine
Waterville,2294,Sandra Atkins,1,89163,04901,Office Supplies,Recycled Premium Regency Composition Covers,Binders and Binder Accessories,-89.2285,East,20438,198.06,Maine
Auburn,1323,Martin Bowman,1,89752,04210,Office Supplies,Storex DuraTech Recycled Plastic Frosted Binders,Binders and Binder Accessories,-151.4205,East,20648,65.7,Maine
Bangor,2095,Frederick Lang,1,86631,04401,Office Supplies,Trimflex™ Flexible Post Binders,Binders and Binder Accessories,281.382,East,25162,407.8,Maine
Annapolis,3249,Nicole Goldstein,1,87303,21403,Office Supplies,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Binders and Binder Accessories,-134.17234,East,23843,59.31,Maryland
Camp Springs,1352,Vivian Clarke,1,88238,20746,Office Supplies,"Acco PRESSTEX® Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Binders and Binder Accessories,-222.408528,East,24698,98.65,Maryland
Silver Spring,1430,Rebecca Rhodes,1,89935,20901,Office Supplies,"Avery Flip-Chart Easel Binder, Black",Binders and Binder Accessories,-34.845,East,22572,52.03,Maryland
Randallstown,599,Beverly Barnett,1,87580,21133,Office Supplies,Avery Hanging File Binders,Binders and Binder Accessories,47.1753,East,18339,68.37,Maryland
Rockville,632,Patsy Kane Gardner,1,91405,20852,Office Supplies,Avery Non-Stick Binders,Binders and Binder Accessories,0.49096,East,23077,9.73,Maryland
Aspen Hill,3363,Willie Snyder,1,87648,20906,Office Supplies,Avery Round Ring Poly Binders,Binders and Binder Accessories,-78.51924,East,18348,33.5,Maryland
Olney,3375,Jonathan Hong,1,87476,20832,Office Supplies,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Binders and Binder Accessories,-54.441,East,19494,61.88,Maryland
Hagerstown,2923,Lynne Griffith,1,86592,21740,Office Supplies,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Binders and Binder Accessories,-27.1492,East,18166,99.75,Maryland
Perry Hall,305,Gayle Christian,1,87062,21128,Office Supplies,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Binders and Binder Accessories,-89.65262,East,22216,85.07,Maryland
Camp Springs,913,Warren Carver,1,86361,20746,Office Supplies,Catalog Binders with Expanding Posts,Binders and Binder Accessories,599.1276,East,19064,1182.98,Maryland
Aspen Hill,3363,Willie Snyder,1,87646,20906,Office Supplies,Durable Pressboard Binders,Binders and Binder Accessories,18.0918,East,19856,26.22,Maryland
Columbia,2350,Charlene Jiang,1,86169,21044,Office Supplies,"DXL™ Angle-View Binders with Locking Rings, Black",Binders and Binder Accessories,-35.3096,East,18058,89.88,Maryland
Camp Springs,913,Warren Carver,1,86361,20746,Office Supplies,Economy Binders,Binders and Binder Accessories,-8.1788,East,19065,16.02,Maryland
Waldorf,1602,Frank Hess,1,89681,20601,Office Supplies,GBC Imprintable Covers,Binders and Binder Accessories,59.041,East,19585,114.37,Maryland
Perry Hall,305,Gayle Christian,1,87068,21128,Office Supplies,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Binders and Binder Accessories,-7.834536,East,22189,66.04,Maryland
Silver Spring,1430,Rebecca Rhodes,1,89934,20901,Office Supplies,GBC Standard Therm-A-Bind Covers,Binders and Binder Accessories,-2.5185,East,25320,294.21,Maryland
College Park,2338,Lynn Hines,1,91485,20740,Office Supplies,"GBC White Gloss Covers, Plain Front",Binders and Binder Accessories,8.1294,East,24141,74.02,Maryland
Randallstown,322,Regina Kelley,1,91058,21133,Office Supplies,GBC Wire Binding Strips,Binders and Binder Accessories,174.7175,East,25670,264.34,Maryland
Laurel,2924,Courtney Nelson,1,86597,20707,Office Supplies,Ibico Hi-Tech Manual Binding System,Binders and Binder Accessories,1641.31634,East,22134,2410.64,Maryland
Aspen Hill,3363,Willie Snyder,1,87649,20906,Office Supplies,Ibico Presentation Index for Binding Systems,Binders and Binder Accessories,-56.166,East,25972,21.84,Maryland
Olney,3375,Jonathan Hong,1,87483,20832,Office Supplies,Lock-Up Easel 'Spel-Binder',Binders and Binder Accessories,583.0983,East,21543,845.07,Maryland
Middle River,2963,Frances Johnson,1,88615,21220,Office Supplies,Presstex Flexible Ring Binders,Binders and Binder Accessories,63.0246,East,22160,91.34,Maryland
Dundalk,1494,Kate Lehman,1,85891,21222,Office Supplies,Satellite Sectional Post Binders,Binders and Binder Accessories,-11.6656,East,19500,44.63,Maryland
Middle River,2963,Frances Johnson,1,88615,21220,Office Supplies,Staples® General Use 3-Ring Binders,Binders and Binder Accessories,-4.4988,East,22161,6.13,Maryland
Laurel,2924,Courtney Nelson,1,86595,20707,Office Supplies,Storex DuraTech Recycled Plastic Frosted Binders,Binders and Binder Accessories,-81.33398,East,22435,81.2,Maryland
College Park,2338,Lynn Hines,1,91481,20740,Office Supplies,Wilson Jones DublLock® D-Ring Binders,Binders and Binder Accessories,18.1475,East,26137,96.13,Maryland
Annapolis,3249,Nicole Goldstein,1,87298,21403,Office Supplies,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Binders and Binder Accessories,462.921,East,25820,670.9,Maryland
Everett,371,Roberta Mullins Peters,1,90291,02149,Office Supplies,3M Organizer Strips,Binders and Binder Accessories,-132.6295,East,20400,51.82,Massachusetts
Boston,1129,Pam Patton,1,14023,02118,Office Supplies,Acco D-Ring Binder w/DublLock®,Binders and Binder Accessories,241.077,East,1962,711.1,Massachusetts
Andover,1838,Fred Yu,1,86608,01810,Office Supplies,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Binders and Binder Accessories,-5.3705,East,19021,56.7,Massachusetts
Clinton,137,Kristen Hinton,1,88535,01510,Office Supplies,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Binders and Binder Accessories,-3.05532,East,25322,126.47,Massachusetts
Boston,102,Caroline Johnston,1,3397,02129,Office Supplies,Avery Durable Binders,Binders and Binder Accessories,-3.381,East,495,47.31,Massachusetts
Webster,1860,Gina B Hess,1,86846,01570,Office Supplies,Avery Hanging File Binders,Binders and Binder Accessories,13.2294,East,20036,28.01,Massachusetts
Wilmington,903,Francis Spivey,1,90806,01887,Office Supplies,Avery Hanging File Binders,Binders and Binder Accessories,80.6748,East,24981,116.92,Massachusetts
Boston,1129,Pam Patton,1,32037,02118,Office Supplies,Avery Printable Repositionable Plastic Tabs,Binders and Binder Accessories,-63.8135,East,4501,311.66,Massachusetts
Townsend,1840,Clifford Webb,1,86599,01469,Office Supplies,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Binders and Binder Accessories,369.2052,East,18141,535.08,Massachusetts
Attleboro,1378,Derek Shah,1,88218,02703,Office Supplies,Binder Posts,Binders and Binder Accessories,-95.26232,East,18518,140.3,Massachusetts
Boston,1129,Pam Patton,1,41604,02118,Office Supplies,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Binders and Binder Accessories,-48.2195,East,5860,138.24,Massachusetts
Boston,1129,Pam Patton,1,3266,02118,Office Supplies,Durable Pressboard Binders,Binders and Binder Accessories,-2.553,East,473,17.12,Massachusetts
Boston,2935,Shirley Riley,1,87617,02215,Office Supplies,Durable Pressboard Binders,Binders and Binder Accessories,7.31,East,24995,20.46,Massachusetts
Wellesley,2445,Priscilla Bullock,1,89311,02457,Office Supplies,Fellowes Black Plastic Comb Bindings,Binders and Binder Accessories,-223.9464,East,18926,108.46,Massachusetts
South Boston,2405,Martha Cunningham,1,88458,02127,Office Supplies,GBC DocuBind 200 Manual Binding Machine,Binders and Binder Accessories,3126.5418,East,19846,4531.22,Massachusetts
Newton,2295,Steve Ballard,1,89165,02456,Office Supplies,GBC Imprintable Covers,Binders and Binder Accessories,22.063212,East,25445,138.19,Massachusetts
Concord,3054,Alice Pittman,1,86667,01742,Office Supplies,GBC Recycled Grain Textured Covers,Binders and Binder Accessories,10.86912,East,23888,156.24,Massachusetts
Westford,1845,Jordan Banks,1,86047,01886,Office Supplies,Ibico EB-19 Dual Function Manual Binding System,Binders and Binder Accessories,-93.8285,East,25822,175.59,Massachusetts
Hudson,1288,Joann Hensley,1,91233,01749,Office Supplies,Ibico Presentation Index for Binding Systems,Binders and Binder Accessories,-40.412288,East,21364,64.13,Massachusetts
Boston,1413,Pamela Wiley,1,1537,02113,Office Supplies,Peel & Stick Add-On Corner Pockets,Binders and Binder Accessories,-20.2975,East,227,16.6,Massachusetts
Boston,1129,Pam Patton,1,44615,02118,Office Supplies,Staples® General Use 3-Ring Binders,Binders and Binder Accessories,-10.258,East,6309,53.6,Massachusetts
Boston,1129,Pam Patton,1,26406,02118,Office Supplies,Storex DuraTech Recycled Plastic Frosted Binders,Binders and Binder Accessories,-134.297,East,3694,188.39,Massachusetts
Boston,1413,Pamela Wiley,1,39654,02113,Office Supplies,Trimflex™ Flexible Post Binders,Binders and Binder Accessories,330.0295,East,5595,1800.11,Massachusetts
East Longmeadow,1899,Willie Gray,1,87447,01028,Office Supplies,Trimflex™ Flexible Post Binders,Binders and Binder Accessories,42.21525,East,21524,70.64,Massachusetts
Acton,986,Herman Ray,1,90206,01718,Office Supplies,Tuff Stuff™ Recycled Round Ring Binders,Binders and Binder Accessories,14.4058,East,24626,25,Massachusetts
Taunton,2406,Maria O'Donnell Kessler,1,88458,02718,Office Supplies,Vinyl Sectional Post Binders,Binders and Binder Accessories,585.2925,East,19847,848.25,Massachusetts
Boston,1413,Pamela Wiley,1,43814,02113,Office Supplies,"Wilson Jones 1"" Hanging DublLock® Ring Binders",Binders and Binder Accessories,-20.608,East,6181,221.74,Massachusetts
Bridgewater,2125,Dianne Gibbons,1,89674,02324,Office Supplies,"Wilson Jones Hanging View Binder, White, 1""",Binders and Binder Accessories,-21.36125,East,25622,84.99,Massachusetts
Boston,3011,Tammy Raynor,1,39972,02113,Office Supplies,Wilson Jones Standard D-Ring Binders,Binders and Binder Accessories,-7.36,East,5650,204.34,Massachusetts
Concord,3057,Marvin Washington,1,86663,03301,Office Supplies,Avery Hanging File Binders,Binders and Binder Accessories,86.9469,East,18153,126.01,New Hampshire
Keene,2319,Lucille Franklin,1,88619,03431,Office Supplies,Avery Poly Binder Pockets,Binders and Binder Accessories,-142.9105,East,19392,37.92,New Hampshire
Keene,996,Karen Mayo,1,89435,03431,Office Supplies,Computer Printout Index Tabs,Binders and Binder Accessories,-225.2505,East,23515,36.16,New Hampshire
Londonderry,735,Kristen Wells,1,90365,03053,Office Supplies,Durable Pressboard Binders,Binders and Binder Accessories,11.81262,East,24542,40.4,New Hampshire
Dover,3390,Anita Atkinson Davenport,1,90156,03820,Office Supplies,GBC Instant Index™ System for Binding Systems,Binders and Binder Accessories,-16.3875,East,22967,10.27,New Hampshire
Laconia,3137,Alison Sharp,1,86795,03246,Office Supplies,Ibico Hi-Tech Manual Binding System,Binders and Binder Accessories,1623.9495,East,24691,2353.55,New Hampshire
Bedford,3245,Erica Cowan,1,88335,03110,Office Supplies,Ibico Presentation Index for Binding Systems,Binders and Binder Accessories,-28.9455,East,21729,38.51,New Hampshire
Hampton,1414,Melvin Hsu,1,87095,03842,Office Supplies,Peel & Stick Add-On Corner Pockets,Binders and Binder Accessories,-20.2975,East,18227,3.32,New Hampshire
Hudson,2080,Karl Nichols,1,86095,03051,Office Supplies,Wilson Jones® Four-Pocket Poly Binders,Binders and Binder Accessories,-27.554,East,18044,98.53,New Hampshire
Roselle,2518,Leigh Wyatt,1,87036,07203,Office Supplies,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Binders and Binder Accessories,-159.68394,East,19873,103.34,New Jersey
Lodi,109,Tom McFarland,1,88205,07644,Office Supplies,Avery Durable Binders,Binders and Binder Accessories,-2.7048,East,18495,11.13,New Jersey
Phillipsburg,2663,Stacy Reynolds,1,86488,08865,Office Supplies,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Binders and Binder Accessories,-32.71336,East,22587,63.35,New Jersey
Glassboro,3293,Arthur Yu,1,86205,08028,Office Supplies,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Binders and Binder Accessories,112.0555,East,23538,165.99,New Jersey
Union,2810,Caroline Gibson,1,86230,07083,Office Supplies,Cardinal Holdit Business Card Pockets,Binders and Binder Accessories,-101.57076,East,19558,117.19,New Jersey
Jersey City,1275,Vanessa Bowers,1,88415,07097,Office Supplies,Durable Pressboard Binders,Binders and Binder Accessories,30.423744,East,18547,49.77,New Jersey
Lindenwold,1455,Jessica McLean,1,86745,08021,Office Supplies,Fellowes Black Plastic Comb Bindings,Binders and Binder Accessories,-204.73082,East,20218,48.35,New Jersey
Livingston,2766,Alex Tate,1,90727,07039,Office Supplies,GBC DocuBind TL300 Electric Binding System,Binders and Binder Accessories,3557.1984,East,24487,5155.36,New Jersey
Hawthorne,1058,Adam McKinney,1,90217,07506,Office Supplies,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Binders and Binder Accessories,-36.892,East,19491,38.15,New Jersey
Asbury Park,1861,Melissa McCullough,1,86852,07712,Office Supplies,GBC Standard Therm-A-Bind Covers,Binders and Binder Accessories,25.36196,East,22242,230.16,New Jersey
Dover,2939,Annie Humphrey,1,87623,07801,Office Supplies,Ibico EB-19 Dual Function Manual Binding System,Binders and Binder Accessories,-62.1345,East,24095,184.77,New Jersey
Elmwood Park,1200,Beth English,1,87585,07407,Office Supplies,Ibico Laser Imprintable Binding System Covers,Binders and Binder Accessories,776.7744,East,22131,1125.76,New Jersey
Fort Lee,171,Christina Matthews,1,87464,07024,Office Supplies,Staples® General Use 3-Ring Binders,Binders and Binder Accessories,-2.9095,East,19314,3.42,New Jersey
Parsippany,2327,Gene Hardin,1,88725,07054,Office Supplies,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,Binders and Binder Accessories,-27.505516,East,18701,63.54,New Jersey
Troy,210,Floyd Dale,1,85966,12180,Office Supplies,3M Organizer Strips,Binders and Binder Accessories,-21.48775,East,23097,27.3,New York
Mount Vernon,2088,Carrie Boyle,1,88358,10550,Office Supplies,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Binders and Binder Accessories,-117.921,East,18520,72.35,New York
New York City,3251,Peter Brooks,1,41441,10112,Office Supplies,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Binders and Binder Accessories,-173.1256,East,5843,242.65,New York
Elmira,1497,Gloria Jacobs,1,85889,14901,Office Supplies,"Acco PRESSTEX® Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Binders and Binder Accessories,-265.54972,East,23844,76.07,New York
Port Chester,1063,Catherine Woodard,1,91358,10573,Office Supplies,"Angle-D Binders with Locking Rings, Label Holders",Binders and Binder Accessories,-201.12304,East,21756,69.82,New York
New York City,2571,Rosemary O'Brien,1,42054,10165,Office Supplies,Avery Durable Binders,Binders and Binder Accessories,6.7405,East,5927,197.96,New York
West Islip,605,Alison Peters Wooten,1,91146,11795,Office Supplies,Avery Durable Poly Binders,Binders and Binder Accessories,-46.1265,East,20780,17.73,New York
Coram,1062,Willie Robinson,1,91355,11727,Office Supplies,"Avery Flip-Chart Easel Binder, Black",Binders and Binder Accessories,16.0218,East,25979,403.53,New York
New York City,1246,Lois Hansen,1,36452,10009,Office Supplies,"Avery Flip-Chart Easel Binder, Black",Binders and Binder Accessories,-107.5135,East,5117,564.98,New York
New York City,1340,Marie Bass,1,21636,10170,Office Supplies,"Avery Flip-Chart Easel Binder, Black",Binders and Binder Accessories,-52.647,East,3004,682.68,New York
Franklin Square,1606,Don Rogers,1,87993,11010,Office Supplies,Avery Reinforcements for Hole-Punch Pages,Binders and Binder Accessories,-14.35982,East,18450,3.53,New York
