Sales,Quantity,Profit,Discount,Region,State,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,Postal Code,Product ID,Category,Sub-Category,Product Name,ï»¿Sales
36.99,1,9.9873,0,South,Kentucky,CA-2015-102274,21-11-2015 00:00:00,26-11-2015 00:00:00,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Richmond,40475,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",
629.1,6,301.968,0,South,Kentucky,CA-2015-102274,21-11-2015 00:00:00,26-11-2015 00:00:00,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Richmond,40475,OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper,
193.95,3,9.6975,0,South,Kentucky,CA-2015-102274,21-11-2015 00:00:00,26-11-2015 00:00:00,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Richmond,40475,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,
5.46,3,1.4742,0,South,Kentucky,CA-2015-102274,21-11-2015 00:00:00,26-11-2015 00:00:00,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Richmond,40475,OFF-AR-10002833,Office Supplies,Art,Newell 322,
471.92,2,29.495,0.2,South,North Carolina,CA-2015-157609,16-03-2015 00:00:00,21-03-2015 00:00:00,Second Class,KN-16705,Kristina Nunn,Home Office,United States,Raleigh,27604,TEC-PH-10002415,Technology,Phones,Polycom VoiceStation 500 Conference phone,
8.96,2,2.7776,0,South,Alabama,CA-2015-124023,07-04-2015 00:00:00,10-04-2015 00:00:00,First Class,PJ-19015,Pauline Johnson,Consumer,United States,Mobile,36608,FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",
579.95,5,168.1855,0,South,Virginia,CA-2015-124688,27-08-2015 00:00:00,29-08-2015 00:00:00,First Class,CC-12610,Corey Catlett,Corporate,United States,Springfield,22153,TEC-PH-10000455,Technology,Phones,GE 30522EE2,
29.12,4,12.5216,0,South,Virginia,CA-2015-124688,27-08-2015 00:00:00,29-08-2015 00:00:00,First Class,CC-12610,Corey Catlett,Corporate,United States,Springfield,22153,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",
1202.94,3,300.735,0,South,Virginia,CA-2015-124688,27-08-2015 00:00:00,29-08-2015 00:00:00,First Class,CC-12610,Corey Catlett,Corporate,United States,Springfield,22153,FUR-TA-10003569,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,
83.25,3,14.985,0,South,Kentucky,CA-2015-158771,09-05-2015 00:00:00,09-05-2015 00:00:00,Same Day,SB-20290,Sean Braxton,Corporate,United States,Henderson,42420,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,
9.45,3,4.536,0,South,Kentucky,CA-2015-158771,09-05-2015 00:00:00,09-05-2015 00:00:00,Same Day,SB-20290,Sean Braxton,Corporate,United States,Henderson,42420,OFF-LA-10001641,Office Supplies,Labels,Avery 518,
20.65,5,9.499,0,South,Kentucky,CA-2015-158771,09-05-2015 00:00:00,09-05-2015 00:00:00,Same Day,SB-20290,Sean Braxton,Corporate,United States,Henderson,42420,OFF-LA-10003121,Office Supplies,Labels,Avery 506,
45.36,7,21.7728,0,South,Kentucky,CA-2015-158771,09-05-2015 00:00:00,09-05-2015 00:00:00,Same Day,SB-20290,Sean Braxton,Corporate,United States,Henderson,42420,OFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),
142.4,5,52.688,0,South,Georgia,CA-2015-159184,14-09-2015 00:00:00,19-09-2015 00:00:00,Standard Class,JC-15775,John Castell,Consumer,United States,Macon,31204,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",
7.16,2,3.4368,0,South,Georgia,CA-2015-159184,14-09-2015 00:00:00,19-09-2015 00:00:00,Standard Class,JC-15775,John Castell,Consumer,United States,Macon,31204,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,
11.85,3,3.792,0,South,South Carolina,CA-2015-113047,24-10-2015 00:00:00,24-10-2015 00:00:00,Same Day,AP-10915,Arthur Prichep,Consumer,United States,Rock Hill,29730,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,
1013.832,9,101.3832,0.2,South,Florida,CA-2015-153913,16-12-2015 00:00:00,20-12-2015 00:00:00,Second Class,KB-16585,Ken Black,Corporate,United States,Hialeah,33012,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,
1.984,2,0.6696,0.2,South,Florida,CA-2015-153913,16-12-2015 00:00:00,20-12-2015 00:00:00,Second Class,KB-16585,Ken Black,Corporate,United States,Hialeah,33012,OFF-FA-10000490,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",
62.91,3,22.6476,0,South,South Carolina,CA-2015-115357,06-08-2015 00:00:00,11-08-2015 00:00:00,Second Class,RF-19735,Roland Fjeld,Consumer,United States,Columbia,29203,TEC-AC-10000023,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",
6.912,3,2.3328,0.2,South,Florida,US-2015-102715,11-04-2015 00:00:00,13-04-2015 00:00:00,Second Class,JK-15370,Jay Kimmel,Consumer,United States,Miami,33180,OFF-FA-10001332,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",
383.976,3,81.5949,0.2,South,Florida,US-2015-102715,11-04-2015 00:00:00,13-04-2015 00:00:00,Second Class,JK-15370,Jay Kimmel,Consumer,United States,Miami,33180,TEC-AC-10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930,
10.368,2,3.6288,0.2,South,Florida,US-2015-102715,11-04-2015 00:00:00,13-04-2015 00:00:00,Second Class,JK-15370,Jay Kimmel,Consumer,United States,Miami,33180,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,
335.944,7,41.993,0.2,South,Florida,US-2015-102715,11-04-2015 00:00:00,13-04-2015 00:00:00,Second Class,JK-15370,Jay Kimmel,Consumer,United States,Miami,33180,TEC-AC-10001874,Technology,Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac,
170.352,3,10.647,0.2,South,Tennessee,US-2015-109162,08-06-2015 00:00:00,12-06-2015 00:00:00,Standard Class,KE-16420,Katrina Edelman,Corporate,United States,Bristol,37620,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",
4.368,3,0.3822,0.2,South,Tennessee,CA-2015-152849,05-07-2015 00:00:00,12-07-2015 00:00:00,Standard Class,DW-13195,David Wiener,Corporate,United States,Knoxville,37918,OFF-AR-10002833,Office Supplies,Art,Newell 322,
8.56,2,2.6536,0,South,Georgia,CA-2015-100895,02-06-2015 00:00:00,06-06-2015 00:00:00,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Roswell,30076,OFF-AR-10004511,Office Supplies,Art,"Sanford Colorific Scented Colored Pencils, 12/Pack",
239.97,3,67.1916,0,South,Georgia,CA-2015-100895,02-06-2015 00:00:00,06-06-2015 00:00:00,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Roswell,30076,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,
356.94,2,107.082,0,South,Georgia,CA-2015-100895,02-06-2015 00:00:00,06-06-2015 00:00:00,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Roswell,30076,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",
7.872,3,0.8856,0.2,South,North Carolina,CA-2015-164910,12-11-2015 00:00:00,17-11-2015 00:00:00,Second Class,DM-13345,Denise Monton,Corporate,United States,Asheville,28806,OFF-AR-10003651,Office Supplies,Art,Newell 350,
20.016,9,1.7514,0.2,South,North Carolina,US-2015-130358,23-06-2015 00:00:00,26-06-2015 00:00:00,First Class,DL-13330,Denise Leinenbach,Consumer,United States,Concord,28027,OFF-AR-10002766,Office Supplies,Art,Prang Drawing Pencil Set,
3.104,1,0.3492,0.2,South,North Carolina,US-2015-130358,23-06-2015 00:00:00,26-06-2015 00:00:00,First Class,DL-13330,Denise Leinenbach,Consumer,United States,Concord,28027,OFF-SU-10002522,Office Supplies,Supplies,Acme Kleen Earth Office Shears,
7.52,5,1.41,0.2,South,North Carolina,CA-2015-102673,01-11-2015 00:00:00,05-11-2015 00:00:00,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Charlotte,28205,OFF-FA-10003021,Office Supplies,Fasteners,Staples,
10.272,3,0.8988,0.2,South,North Carolina,CA-2015-102673,01-11-2015 00:00:00,05-11-2015 00:00:00,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Charlotte,28205,OFF-AR-10000634,Office Supplies,Art,Newell 320,
47.808,12,15.5376,0.2,South,North Carolina,CA-2015-102673,01-11-2015 00:00:00,05-11-2015 00:00:00,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Charlotte,28205,OFF-LA-10001771,Office Supplies,Labels,Avery 513,
978.84,9,110.1195,0.2,South,North Carolina,CA-2015-102673,01-11-2015 00:00:00,05-11-2015 00:00:00,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Charlotte,28205,TEC-PH-10004434,Technology,Phones,Cisco IP Phone 7961G VoIP phone - Dark gray,
638.82,9,172.4814,0,South,Arkansas,US-2015-156559,19-08-2015 00:00:00,26-08-2015 00:00:00,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Jonesboro,72401,FUR-BO-10000711,Furniture,Bookcases,"Hon Metal Bookcases, Gray",
67.344,6,7.5762,0.2,South,North Carolina,CA-2015-127299,19-09-2015 00:00:00,24-09-2015 00:00:00,Standard Class,JL-15835,John Lee,Consumer,United States,Charlotte,28205,OFF-ST-10003722,Office Supplies,Storage,Project Tote Personal File,
2624.985,3,-944.9946,0.5,South,North Carolina,CA-2015-127299,19-09-2015 00:00:00,24-09-2015 00:00:00,Standard Class,JL-15835,John Lee,Consumer,United States,Charlotte,28205,TEC-MA-10001127,Technology,Machines,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",
45,9,21.6,0,South,Virginia,CA-2015-128839,08-09-2015 00:00:00,13-09-2015 00:00:00,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Chesapeake,23320,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,
209.97,3,90.2871,0,South,Virginia,CA-2015-128839,08-09-2015 00:00:00,13-09-2015 00:00:00,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Chesapeake,23320,TEC-MA-10000029,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",
629.95,5,163.787,0,South,South Carolina,CA-2015-128846,07-04-2015 00:00:00,12-04-2015 00:00:00,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Columbia,29203,TEC-PH-10003273,Technology,Phones,AT&T TR1909W,
122.97,3,60.2553,0,South,South Carolina,CA-2015-128846,07-04-2015 00:00:00,12-04-2015 00:00:00,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Columbia,29203,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,
9.42,3,4.239,0,South,Kentucky,CA-2015-166457,05-05-2015 00:00:00,09-05-2015 00:00:00,Second Class,PF-19120,Peter Fuller,Consumer,United States,Richmond,40475,OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",
6.56,2,1.9024,0,South,Kentucky,CA-2015-166457,05-05-2015 00:00:00,09-05-2015 00:00:00,Second Class,PF-19120,Peter Fuller,Consumer,United States,Richmond,40475,OFF-AR-10003651,Office Supplies,Art,Newell 350,
24.56,2,11.5432,0,South,Kentucky,CA-2015-166457,05-05-2015 00:00:00,09-05-2015 00:00:00,Second Class,PF-19120,Peter Fuller,Consumer,United States,Richmond,40475,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,
15.552,3,2.3328,0.2,South,Florida,CA-2015-117016,04-03-2015 00:00:00,09-03-2015 00:00:00,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Margate,33063,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",
13.62,3,6.129,0,South,Virginia,CA-2015-146885,30-05-2015 00:00:00,05-06-2015 00:00:00,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Richmond,23223,OFF-PA-10001622,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",
69.52,2,19.4656,0,South,Kentucky,CA-2015-152562,01-11-2015 00:00:00,08-11-2015 00:00:00,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Richmond,40475,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",
5.64,3,1.6356,0,South,Kentucky,CA-2015-152562,01-11-2015 00:00:00,08-11-2015 00:00:00,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Richmond,40475,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",
61.568,2,4.6176,0.2,South,North Carolina,US-2015-155817,03-10-2015 00:00:00,09-10-2015 00:00:00,Standard Class,SL-20155,Sara Luxemburg,Home Office,United States,Durham,27707,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,
6.192,3,0.4644,0.2,South,North Carolina,US-2015-155817,03-10-2015 00:00:00,09-10-2015 00:00:00,Standard Class,SL-20155,Sara Luxemburg,Home Office,United States,Durham,27707,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,
47.79,3,16.2486,0,South,Mississippi,CA-2015-156006,30-04-2015 00:00:00,02-05-2015 00:00:00,Second Class,TM-21010,Tamara Manning,Consumer,United States,Jackson,39212,TEC-AC-10002550,Technology,Accessories,Maxell 4.7GB DVD-RW 3/Pack,
186.304,4,13.9728,0.2,South,Florida,CA-2015-116568,14-12-2015 00:00:00,20-12-2015 00:00:00,Standard Class,BM-11785,Bryan Mills,Consumer,United States,Deltona,32725,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",
232.55,5,9.302,0,South,Louisiana,CA-2015-149538,04-04-2015 00:00:00,08-04-2015 00:00:00,Standard Class,KB-16585,Ken Black,Corporate,United States,Lafayette,70506,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,
99.98,2,42.9914,0,South,Louisiana,CA-2015-149538,04-04-2015 00:00:00,08-04-2015 00:00:00,Standard Class,KB-16585,Ken Black,Corporate,United States,Lafayette,70506,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,
19.44,3,9.3312,0,South,Louisiana,CA-2015-149538,04-04-2015 00:00:00,08-04-2015 00:00:00,Standard Class,KB-16585,Ken Black,Corporate,United States,Lafayette,70506,OFF-PA-10003797,Office Supplies,Paper,Xerox 209,
12.96,2,6.3504,0,South,Louisiana,CA-2015-149538,04-04-2015 00:00:00,08-04-2015 00:00:00,Standard Class,KB-16585,Ken Black,Corporate,United States,Lafayette,70506,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,
397.6,5,43.736,0,South,South Carolina,CA-2015-101560,28-11-2015 00:00:00,01-12-2015 00:00:00,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Columbia,29203,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,
85.96,7,40.4012,0,South,South Carolina,CA-2015-101560,28-11-2015 00:00:00,01-12-2015 00:00:00,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Columbia,29203,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,
13.12,4,4.3296,0,South,South Carolina,CA-2015-101560,28-11-2015 00:00:00,01-12-2015 00:00:00,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Columbia,29203,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,
45.66,3,22.3734,0,South,South Carolina,CA-2015-101560,28-11-2015 00:00:00,01-12-2015 00:00:00,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Columbia,29203,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",
605.34,6,145.2816,0,South,Arkansas,CA-2015-115084,18-10-2015 00:00:00,22-10-2015 00:00:00,Standard Class,LS-17200,Luke Schmidt,Corporate,United States,Texarkana,71854,FUR-CH-10004626,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,
105.52,4,48.5392,0,South,Virginia,CA-2015-159681,07-12-2015 00:00:00,13-12-2015 00:00:00,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,Virginia Beach,23464,OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,
31.984,2,1.999,0.2,South,Florida,CA-2015-136861,05-09-2015 00:00:00,07-09-2015 00:00:00,First Class,PR-18880,Patrick Ryan,Consumer,United States,Saint Petersburg,33710,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,
19.52,2,5.368,0.2,South,Florida,CA-2015-103317,05-07-2015 00:00:00,08-07-2015 00:00:00,First Class,DM-13525,Don Miller,Corporate,United States,Palm Coast,32137,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,
9.81,5,-6.867,0.7,South,Florida,CA-2015-103317,05-07-2015 00:00:00,08-07-2015 00:00:00,First Class,DM-13525,Don Miller,Corporate,United States,Palm Coast,32137,OFF-BI-10001787,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,
213.216,3,15.9912,0.2,South,Florida,CA-2015-103317,05-07-2015 00:00:00,08-07-2015 00:00:00,First Class,DM-13525,Don Miller,Corporate,United States,Palm Coast,32137,FUR-FU-10003192,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,
16.272,1,-3.8646,0.2,South,North Carolina,US-2015-107405,21-03-2015 00:00:00,25-03-2015 00:00:00,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Asheville,28806,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,
1.869,1,-1.3083,0.7,South,Florida,CA-2015-101770,31-03-2015 00:00:00,04-04-2015 00:00:00,Standard Class,KB-16240,Karen Bern,Corporate,United States,Miami,33180,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,
23.472,3,7.6284,0.2,South,Florida,CA-2015-107573,12-12-2015 00:00:00,17-12-2015 00:00:00,Standard Class,PB-19150,Philip Brown,Consumer,United States,Miami,33178,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,
234.45,3,103.158,0,South,Virginia,CA-2015-127614,11-02-2015 00:00:00,15-02-2015 00:00:00,Standard Class,NF-18385,Natalie Fritzler,Consumer,United States,Chesapeake,23320,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,
1256.22,6,75.3732,0,South,Virginia,CA-2015-127614,11-02-2015 00:00:00,15-02-2015 00:00:00,Standard Class,NF-18385,Natalie Fritzler,Consumer,United States,Chesapeake,23320,FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,
17.46,2,8.2062,0,South,Virginia,CA-2015-127614,11-02-2015 00:00:00,15-02-2015 00:00:00,Standard Class,NF-18385,Natalie Fritzler,Consumer,United States,Chesapeake,23320,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,
15.84,3,7.128,0,South,Georgia,CA-2015-164315,02-04-2015 00:00:00,08-04-2015 00:00:00,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Athens,30605,OFF-PA-10004248,Office Supplies,Paper,Xerox 1990,
1049.93,7,293.9804,0,South,Georgia,CA-2015-164315,02-04-2015 00:00:00,08-04-2015 00:00:00,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Athens,30605,TEC-PH-10001128,Technology,Phones,Motorola Droid Maxx,
154.9,5,40.274,0,South,Georgia,CA-2015-164315,02-04-2015 00:00:00,08-04-2015 00:00:00,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Athens,30605,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,
14.32,5,5.191,0.2,South,Florida,CA-2015-131541,28-07-2015 00:00:00,28-07-2015 00:00:00,Same Day,CK-12205,Chloris Kastensmidt,Consumer,United States,Apopka,32712,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",
129.888,6,12.9888,0.2,South,Florida,CA-2015-131541,28-07-2015 00:00:00,28-07-2015 00:00:00,Same Day,CK-12205,Chloris Kastensmidt,Consumer,United States,Apopka,32712,FUR-FU-10003623,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",
48.944,7,16.5186,0.2,South,Florida,CA-2015-131541,28-07-2015 00:00:00,28-07-2015 00:00:00,Same Day,CK-12205,Chloris Kastensmidt,Consumer,United States,Apopka,32712,OFF-EN-10000781,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",
9.64,2,4.7236,0,South,Virginia,US-2015-138835,10-09-2015 00:00:00,14-09-2015 00:00:00,Standard Class,DA-13450,Dianna Arnett,Home Office,United States,Virginia Beach,23464,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,
25.5,3,6.63,0,South,Kentucky,CA-2015-120432,24-08-2015 00:00:00,26-08-2015 00:00:00,Second Class,DW-13585,Dorothy Wardle,Corporate,United States,Owensboro,42301,OFF-SU-10004661,Office Supplies,Supplies,Acme Titanium Bonded Scissors,
1215.92,8,316.1392,0,South,Alabama,US-2015-118997,08-04-2015 00:00:00,12-04-2015 00:00:00,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Decatur,35601,FUR-TA-10001086,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",
7.31,1,3.4357,0,South,Arkansas,CA-2015-114314,11-10-2015 00:00:00,15-10-2015 00:00:00,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Fayetteville,72701,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,
8.92,4,3.9248,0,South,Arkansas,CA-2015-114314,11-10-2015 00:00:00,15-10-2015 00:00:00,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Fayetteville,72701,FUR-FU-10002107,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,
323.976,3,28.3479,0.2,South,Florida,CA-2015-103989,19-03-2015 00:00:00,21-03-2015 00:00:00,First Class,MC-17605,Matt Connell,Corporate,United States,Lakeland,33801,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,
11.808,4,3.9852,0.2,South,Florida,CA-2015-103989,19-03-2015 00:00:00,21-03-2015 00:00:00,First Class,MC-17605,Matt Connell,Corporate,United States,Lakeland,33801,OFF-LA-10000443,Office Supplies,Labels,Avery 501,
26.16,3,1.962,0.2,South,Florida,CA-2015-103989,19-03-2015 00:00:00,21-03-2015 00:00:00,First Class,MC-17605,Matt Connell,Corporate,United States,Lakeland,33801,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,
33.57,5,-25.737,0.7,South,Florida,CA-2015-103989,19-03-2015 00:00:00,21-03-2015 00:00:00,First Class,MC-17605,Matt Connell,Corporate,United States,Lakeland,33801,OFF-BI-10001196,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",
4.992,3,1.3728,0.2,South,Florida,CA-2015-103989,19-03-2015 00:00:00,21-03-2015 00:00:00,First Class,MC-17605,Matt Connell,Corporate,United States,Lakeland,33801,FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories,
20.016,3,5.5044,0.2,South,Florida,CA-2015-103989,19-03-2015 00:00:00,21-03-2015 00:00:00,First Class,MC-17605,Matt Connell,Corporate,United States,Lakeland,33801,FUR-FU-10002508,Furniture,Furnishings,Document Clip Frames,
170.24,2,53.2,0.2,South,Florida,CA-2015-103989,19-03-2015 00:00:00,21-03-2015 00:00:00,First Class,MC-17605,Matt Connell,Corporate,United States,Lakeland,33801,TEC-AC-10002647,Technology,Accessories,"Logitech Wireless Boombox Speaker - portable - wireless, wired",
13.36,2,6.4128,0,South,Virginia,CA-2015-101266,27-08-2015 00:00:00,30-08-2015 00:00:00,Second Class,MM-17920,Michael Moore,Consumer,United States,Springfield,22153,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,
18.24,2,-14.592,0.7,South,Tennessee,CA-2015-134621,21-12-2015 00:00:00,28-12-2015 00:00:00,Standard Class,DP-13390,Dennis Pardue,Home Office,United States,Columbia,38401,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,
58.32,9,27.9936,0,South,Georgia,CA-2015-165806,07-04-2015 00:00:00,07-04-2015 00:00:00,Same Day,VM-21685,Valerie Mitchum,Home Office,United States,Marietta,30062,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,
200.97,3,50.2425,0,South,Georgia,CA-2015-165806,07-04-2015 00:00:00,07-04-2015 00:00:00,Same Day,VM-21685,Valerie Mitchum,Home Office,United States,Marietta,30062,TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,
3.488,2,1.1772,0.2,South,Tennessee,CA-2015-146731,03-11-2015 00:00:00,08-11-2015 00:00:00,Standard Class,AT-10735,Annie Thurman,Consumer,United States,Nashville,37211,OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",
143.856,9,48.5514,0.2,South,Tennessee,CA-2015-146731,03-11-2015 00:00:00,08-11-2015 00:00:00,Standard Class,AT-10735,Annie Thurman,Consumer,United States,Nashville,37211,OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,
561.584,2,70.198,0.2,South,Tennessee,CA-2015-107811,29-04-2015 00:00:00,03-05-2015 00:00:00,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Memphis,38109,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,
99.92,5,-1.249,0.2,South,Tennessee,CA-2015-107811,29-04-2015 00:00:00,03-05-2015 00:00:00,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Memphis,38109,OFF-ST-10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,
25.984,2,-1.624,0.2,South,North Carolina,CA-2015-165764,03-11-2015 00:00:00,07-11-2015 00:00:00,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,Jacksonville,28540,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,
945.036,6,-299.2614,0.4,South,North Carolina,CA-2015-165764,03-11-2015 00:00:00,07-11-2015 00:00:00,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,Jacksonville,28540,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,
14.301,7,-10.4874,0.7,South,North Carolina,CA-2015-165764,03-11-2015 00:00:00,07-11-2015 00:00:00,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,Jacksonville,28540,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,
410.352,3,-51.294,0.2,South,North Carolina,CA-2015-165764,03-11-2015 00:00:00,07-11-2015 00:00:00,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,Jacksonville,28540,FUR-FU-10001468,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,
328.59,3,-147.8655,0.4,South,Tennessee,CA-2015-169684,20-10-2015 00:00:00,23-10-2015 00:00:00,First Class,FH-14365,Fred Hopkins,Corporate,United States,Knoxville,37918,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",
